Jurisdiction,Year,Industry,Unit,Quantity
TAS,1982,Agriculture,PJ,1.4
TAS,1982,Commercial and services,PJ,3.9
TAS,1982,Construction,PJ,1.1
TAS,1982,Electricity generation,PJ,5
TAS,1982,Manufacturing,PJ,34
TAS,1982,Mining,PJ,4.4
TAS,1982,Other,PJ,1.2
TAS,1982,Residential,PJ,11.5
TAS,1982,Total,PJ,82.3
TAS,1982,Transport,PJ,19.7
TAS,1982,Water and waste,PJ,0.1
TAS,1983,Agriculture,PJ,1.5
TAS,1983,Commercial and services,PJ,3.9
TAS,1983,Construction,PJ,1.2
TAS,1983,Electricity generation,PJ,4.9
TAS,1983,Manufacturing,PJ,33.7
TAS,1983,Mining,PJ,4
TAS,1983,Other,PJ,1.3
TAS,1983,Residential,PJ,11.9
TAS,1983,Total,PJ,83.3
TAS,1983,Transport,PJ,20.8
TAS,1983,Water and waste,PJ,0.1
TAS,1984,Agriculture,PJ,1.5
TAS,1984,Commercial and services,PJ,3.9
TAS,1984,Construction,PJ,1.2
TAS,1984,Electricity generation,PJ,3.9
TAS,1984,Manufacturing,PJ,35.2
TAS,1984,Mining,PJ,4.2
TAS,1984,Other,PJ,1.4
TAS,1984,Residential,PJ,12.4
TAS,1984,Total,PJ,85
TAS,1984,Transport,PJ,21.2
TAS,1984,Water and waste,PJ,0.1
TAS,1985,Agriculture,PJ,1.4
TAS,1985,Commercial and services,PJ,4.1
TAS,1985,Construction,PJ,1.5
TAS,1985,Electricity generation,PJ,3.1
TAS,1985,Manufacturing,PJ,35.2
TAS,1985,Mining,PJ,4.5
TAS,1985,Other,PJ,1.1
TAS,1985,Residential,PJ,12.9
TAS,1985,Total,PJ,86.4
TAS,1985,Transport,PJ,22.5
TAS,1985,Water and waste,PJ,0.1
TAS,1986,Agriculture,PJ,1.6
TAS,1986,Commercial and services,PJ,4.1
TAS,1986,Construction,PJ,1.2
TAS,1986,Electricity generation,PJ,3.1
TAS,1986,Manufacturing,PJ,34.4
TAS,1986,Mining,PJ,4.2
TAS,1986,Other,PJ,1.2
TAS,1986,Residential,PJ,13.4
TAS,1986,Total,PJ,85.4
TAS,1986,Transport,PJ,22.1
TAS,1986,Water and waste,PJ,0.1
TAS,1987,Agriculture,PJ,1.9
TAS,1987,Commercial and services,PJ,4.2
TAS,1987,Construction,PJ,1.2
TAS,1987,Electricity generation,PJ,3
TAS,1987,Manufacturing,PJ,38.1
TAS,1987,Mining,PJ,4.3
TAS,1987,Other,PJ,1.1
TAS,1987,Residential,PJ,13.4
TAS,1987,Total,PJ,89.5
TAS,1987,Transport,PJ,22.2
TAS,1987,Water and waste,PJ,0.1
TAS,1988,Agriculture,PJ,1.8
TAS,1988,Commercial and services,PJ,4.2
TAS,1988,Construction,PJ,1.4
TAS,1988,Electricity generation,PJ,3.4
TAS,1988,Manufacturing,PJ,39.3
TAS,1988,Mining,PJ,4.5
TAS,1988,Other,PJ,0.9
TAS,1988,Residential,PJ,13.6
TAS,1988,Total,PJ,92
TAS,1988,Transport,PJ,22.8
TAS,1988,Water and waste,PJ,0.1
TAS,1989,Agriculture,PJ,1.9
TAS,1989,Commercial and services,PJ,4.3
TAS,1989,Construction,PJ,1.1
TAS,1989,Electricity generation,PJ,7.4
TAS,1989,Manufacturing,PJ,39.6
TAS,1989,Mining,PJ,4.5
TAS,1989,Other,PJ,1.1
TAS,1989,Residential,PJ,13.6
TAS,1989,Total,PJ,96.6
TAS,1989,Transport,PJ,23
TAS,1989,Water and waste,PJ,0.1
TAS,1990,Agriculture,PJ,2.1
TAS,1990,Commercial and services,PJ,4.3
TAS,1990,Construction,PJ,1.1
TAS,1990,Electricity generation,PJ,8.7
TAS,1990,Manufacturing,PJ,40.2
TAS,1990,Mining,PJ,3.5
TAS,1990,Other,PJ,1.1
TAS,1990,Residential,PJ,13.7
TAS,1990,Total,PJ,97.6
TAS,1990,Transport,PJ,22.8
TAS,1990,Water and waste,PJ,0.1
TAS,1991,Agriculture,PJ,2
TAS,1991,Commercial and services,PJ,4.4
TAS,1991,Construction,PJ,1.1
TAS,1991,Electricity generation,PJ,2.9
TAS,1991,Manufacturing,PJ,38.2
TAS,1991,Mining,PJ,3.6
TAS,1991,Other,PJ,1.1
TAS,1991,Residential,PJ,13.7
TAS,1991,Total,PJ,89.3
TAS,1991,Transport,PJ,22.2
TAS,1991,Water and waste,PJ,0.1
TAS,1992,Agriculture,PJ,2
TAS,1992,Commercial and services,PJ,4.4
TAS,1992,Construction,PJ,1.1
TAS,1992,Electricity generation,PJ,2.7
TAS,1992,Manufacturing,PJ,37
TAS,1992,Mining,PJ,3.7
TAS,1992,Other,PJ,1.6
TAS,1992,Residential,PJ,14.1
TAS,1992,Total,PJ,90.1
TAS,1992,Transport,PJ,23.5
TAS,1992,Water and waste,PJ,0.1
TAS,1993,Agriculture,PJ,2.2
TAS,1993,Commercial and services,PJ,4.4
TAS,1993,Construction,PJ,1
TAS,1993,Electricity generation,PJ,2.7
TAS,1993,Manufacturing,PJ,38.5
TAS,1993,Mining,PJ,3.8
TAS,1993,Other,PJ,1.4
TAS,1993,Residential,PJ,14.1
TAS,1993,Total,PJ,92
TAS,1993,Transport,PJ,23.8
TAS,1993,Water and waste,PJ,0.1
TAS,1994,Agriculture,PJ,2.4
TAS,1994,Commercial and services,PJ,5
TAS,1994,Construction,PJ,1
TAS,1994,Electricity generation,PJ,2.7
TAS,1994,Manufacturing,PJ,38
TAS,1994,Mining,PJ,3.6
TAS,1994,Other,PJ,1.5
TAS,1994,Residential,PJ,14
TAS,1994,Total,PJ,92.4
TAS,1994,Transport,PJ,24.1
TAS,1994,Water and waste,PJ,0.1
TAS,1995,Agriculture,PJ,2.4
TAS,1995,Commercial and services,PJ,5.5
TAS,1995,Construction,PJ,0.9
TAS,1995,Electricity generation,PJ,2.9
TAS,1995,Manufacturing,PJ,37.9
TAS,1995,Mining,PJ,3.9
TAS,1995,Other,PJ,1.5
TAS,1995,Residential,PJ,14.1
TAS,1995,Total,PJ,93
TAS,1995,Transport,PJ,23.8
TAS,1995,Water and waste,PJ,0.1
TAS,1996,Agriculture,PJ,2.1
TAS,1996,Commercial and services,PJ,5.6
TAS,1996,Construction,PJ,0.9
TAS,1996,Electricity generation,PJ,3
TAS,1996,Manufacturing,PJ,39.7
TAS,1996,Mining,PJ,3.7
TAS,1996,Other,PJ,1.4
TAS,1996,Residential,PJ,14.2
TAS,1996,Total,PJ,94.8
TAS,1996,Transport,PJ,24.1
TAS,1996,Water and waste,PJ,0.1
TAS,1997,Agriculture,PJ,2.3
TAS,1997,Commercial and services,PJ,5.7
TAS,1997,Construction,PJ,0.9
TAS,1997,Electricity generation,PJ,3
TAS,1997,Manufacturing,PJ,40.3
TAS,1997,Mining,PJ,4
TAS,1997,Other,PJ,1.4
TAS,1997,Residential,PJ,14
TAS,1997,Total,PJ,95.8
TAS,1997,Transport,PJ,24.1
TAS,1997,Water and waste,PJ,0.1
TAS,1998,Agriculture,PJ,2.4
TAS,1998,Commercial and services,PJ,5.7
TAS,1998,Construction,PJ,0.9
TAS,1998,Electricity generation,PJ,3.3
TAS,1998,Manufacturing,PJ,40.1
TAS,1998,Mining,PJ,4.1
TAS,1998,Other,PJ,1.4
TAS,1998,Residential,PJ,13.7
TAS,1998,Total,PJ,95.7
TAS,1998,Transport,PJ,24
TAS,1998,Water and waste,PJ,0.1
TAS,1999,Agriculture,PJ,2.4
TAS,1999,Commercial and services,PJ,5.9
TAS,1999,Construction,PJ,0.8
TAS,1999,Electricity generation,PJ,2.2
TAS,1999,Manufacturing,PJ,39.8
TAS,1999,Mining,PJ,4.1
TAS,1999,Other,PJ,2.7
TAS,1999,Residential,PJ,13.9
TAS,1999,Total,PJ,95.8
TAS,1999,Transport,PJ,23.9
TAS,1999,Water and waste,PJ,0.1
TAS,2000,Agriculture,PJ,2.6
TAS,2000,Commercial and services,PJ,6.4
TAS,2000,Construction,PJ,0.8
TAS,2000,Electricity generation,PJ,3.8
TAS,2000,Manufacturing,PJ,35.8
TAS,2000,Mining,PJ,5.7
TAS,2000,Other,PJ,1.7
TAS,2000,Residential,PJ,13.7
TAS,2000,Total,PJ,93.6
TAS,2000,Transport,PJ,23
TAS,2000,Water and waste,PJ,0.1
TAS,2001,Agriculture,PJ,2.7
TAS,2001,Commercial and services,PJ,6.5
TAS,2001,Construction,PJ,0.8
TAS,2001,Electricity generation,PJ,3.8
TAS,2001,Manufacturing,PJ,37.2
TAS,2001,Mining,PJ,4.7
TAS,2001,Other,PJ,1.6
TAS,2001,Residential,PJ,15.8
TAS,2001,Total,PJ,97.2
TAS,2001,Transport,PJ,24
TAS,2001,Water and waste,PJ,0.1
TAS,2002,Agriculture,PJ,3.611
TAS,2002,Commercial and services,PJ,7.53
TAS,2002,Construction,PJ,0.744
TAS,2002,Electricity generation,PJ,5.162
TAS,2002,Manufacturing,PJ,36.917
TAS,2002,Mining,PJ,1.807
TAS,2002,Other,PJ,1.569
TAS,2002,Residential,PJ,14.815
TAS,2002,Total,PJ,99.5
TAS,2002,Transport,PJ,27.256
TAS,2002,Water and waste,PJ,0.089
TAS,2003,Agriculture,PJ,3.606
TAS,2003,Commercial and services,PJ,7.868
TAS,2003,Construction,PJ,1.244
TAS,2003,Electricity generation,PJ,6.064
TAS,2003,Manufacturing,PJ,37.14
TAS,2003,Mining,PJ,2.292
TAS,2003,Other,PJ,1.511
TAS,2003,Residential,PJ,15.122
TAS,2003,Total,PJ,103.4
TAS,2003,Transport,PJ,28.456
TAS,2003,Water and waste,PJ,0.096
TAS,2004,Agriculture,PJ,3.569
TAS,2004,Commercial and services,PJ,7.004
TAS,2004,Construction,PJ,1.5
TAS,2004,Electricity generation,PJ,7.099
TAS,2004,Manufacturing,PJ,39.797
TAS,2004,Mining,PJ,2.425
TAS,2004,Other,PJ,1.629
TAS,2004,Residential,PJ,14.969
TAS,2004,Total,PJ,107.395
TAS,2004,Transport,PJ,29.311
TAS,2004,Water and waste,PJ,0.092
TAS,2005,Agriculture,PJ,3.593
TAS,2005,Commercial and services,PJ,7.749
TAS,2005,Construction,PJ,1.47
TAS,2005,Electricity generation,PJ,9.773
TAS,2005,Manufacturing,PJ,38.533
TAS,2005,Mining,PJ,2.524
TAS,2005,Other,PJ,1.57
TAS,2005,Residential,PJ,14.862
TAS,2005,Total,PJ,111.574
TAS,2005,Transport,PJ,31.4
TAS,2005,Water and waste,PJ,0.1
TAS,2006,Agriculture,PJ,3.566
TAS,2006,Commercial and services,PJ,8.194
TAS,2006,Construction,PJ,1.609
TAS,2006,Electricity generation,PJ,10.238
TAS,2006,Manufacturing,PJ,40.659
TAS,2006,Mining,PJ,2.728
TAS,2006,Other,PJ,1.408
TAS,2006,Residential,PJ,14.689
TAS,2006,Total,PJ,113.322
TAS,2006,Transport,PJ,30.126
TAS,2006,Water and waste,PJ,0.105
TAS,2007,Agriculture,PJ,3.562
TAS,2007,Commercial and services,PJ,8.266
TAS,2007,Construction,PJ,1.595
TAS,2007,Electricity generation,PJ,10.86
TAS,2007,Manufacturing,PJ,40.479
TAS,2007,Mining,PJ,3.585
TAS,2007,Other,PJ,1.331
TAS,2007,Residential,PJ,14.786
TAS,2007,Total,PJ,115.507
TAS,2007,Transport,PJ,30.934
TAS,2007,Water and waste,PJ,0.108
TAS,2008,Agriculture,PJ,3.701
TAS,2008,Commercial and services,PJ,8.227
TAS,2008,Construction,PJ,0.483
TAS,2008,Electricity generation,PJ,7.316
TAS,2008,Manufacturing,PJ,45.217
TAS,2008,Mining,PJ,3.117
TAS,2008,Other,PJ,1.173
TAS,2008,Residential,PJ,14.711
TAS,2008,Total,PJ,113.795
TAS,2008,Transport,PJ,29.71
TAS,2008,Water and waste,PJ,0.139
TAS,2009,Agriculture,PJ,3.696
TAS,2009,Commercial and services,PJ,8.231
TAS,2009,Construction,PJ,0.496
TAS,2009,Electricity generation,PJ,8.475
TAS,2009,Manufacturing,PJ,44.091
TAS,2009,Mining,PJ,3.005
TAS,2009,Other,PJ,0.93
TAS,2009,Residential,PJ,14.868
TAS,2009,Total,PJ,113.744
TAS,2009,Transport,PJ,29.883
TAS,2009,Water and waste,PJ,0.069
TAS,2010,Agriculture,PJ,3.027
TAS,2010,Commercial and services,PJ,8.586
TAS,2010,Construction,PJ,0.487
TAS,2010,Electricity generation,PJ,10.777
TAS,2010,Manufacturing,PJ,44.097
TAS,2010,Mining,PJ,3.208
TAS,2010,Other,PJ,0.944
TAS,2010,Residential,PJ,14.542
TAS,2010,Total,PJ,113.825
TAS,2010,Transport,PJ,27.94
TAS,2010,Water and waste,PJ,0.217
TAS,2011,Agriculture,PJ,3.034
TAS,2011,Commercial and services,PJ,8.235
TAS,2011,Construction,PJ,0.415
TAS,2011,Electricity generation,PJ,9.686
TAS,2011,Manufacturing,PJ,40.754
TAS,2011,Mining,PJ,3.576
TAS,2011,Other,PJ,0.92
TAS,2011,Residential,PJ,14.45
TAS,2011,Total,PJ,106.97
TAS,2011,Transport,PJ,25.664
TAS,2011,Water and waste,PJ,0.236
TAS,2012,Agriculture,PJ,3.47
TAS,2012,Commercial and services,PJ,8.41
TAS,2012,Construction,PJ,0.343
TAS,2012,Electricity generation,PJ,10.423
TAS,2012,Manufacturing,PJ,45.265
TAS,2012,Mining,PJ,3.438
TAS,2012,Other,PJ,0.871
TAS,2012,Residential,PJ,14.452
TAS,2012,Total,PJ,112.322
TAS,2012,Transport,PJ,25.59
TAS,2012,Water and waste,PJ,0.061
TAS,2013,Agriculture,PJ,3.772
TAS,2013,Commercial and services,PJ,8.479
TAS,2013,Construction,PJ,0.321
TAS,2013,Electricity generation,PJ,7.121
TAS,2013,Manufacturing,PJ,44.75
TAS,2013,Mining,PJ,3.306
TAS,2013,Other,PJ,0.786
TAS,2013,Residential,PJ,14.296
TAS,2013,Total,PJ,108.002
TAS,2013,Transport,PJ,24.897
TAS,2013,Water and waste,PJ,0.274
TAS,2014,Agriculture,PJ,4.353
TAS,2014,Commercial and services,PJ,9.987
TAS,2014,Construction,PJ,0.358
TAS,2014,Electricity generation,PJ,3.71
TAS,2014,Manufacturing,PJ,44.676
TAS,2014,Mining,PJ,2.934
TAS,2014,Other,PJ,0.831
TAS,2014,Residential,PJ,12.717
TAS,2014,Total,PJ,104.927
TAS,2014,Transport,PJ,25.084
TAS,2014,Water and waste,PJ,0.278
TAS,2015,Agriculture,PJ,4.198
TAS,2015,Commercial and services,PJ,10.12
TAS,2015,Construction,PJ,0.42
TAS,2015,Electricity generation,PJ,8.134
TAS,2015,Manufacturing,PJ,42.884
TAS,2015,Mining,PJ,2.644
TAS,2015,Other,PJ,0.207
TAS,2015,Residential,PJ,13.025
TAS,2015,Total,PJ,107.059
TAS,2015,Transport,PJ,25.153
TAS,2015,Water and waste,PJ,0.275
TAS,2016,Agriculture,PJ,3.974
TAS,2016,Commercial and services,PJ,9.806
TAS,2016,Construction,PJ,0.415
TAS,2016,Electricity generation,PJ,7.825
TAS,2016,Manufacturing,PJ,44.671
TAS,2016,Mining,PJ,2.649
TAS,2016,Other,PJ,0.285
TAS,2016,Residential,PJ,13.173
TAS,2016,Total,PJ,107.463
TAS,2016,Transport,PJ,24.365
TAS,2016,Water and waste,PJ,0.302
TAS,2017,Agriculture,PJ,4.027
TAS,2017,Commercial and services,PJ,9.924
TAS,2017,Construction,PJ,0.436
TAS,2017,Electricity generation,PJ,8.38
TAS,2017,Manufacturing,PJ,45.797
TAS,2017,Mining,PJ,3.156
TAS,2017,Other,PJ,0.447
TAS,2017,Residential,PJ,13.35
TAS,2017,Total,PJ,110.54
TAS,2017,Transport,PJ,24.719
TAS,2017,Water and waste,PJ,0.304
TAS,2018,Agriculture,PJ,4.347
TAS,2018,Commercial and services,PJ,9.584
TAS,2018,Construction,PJ,0.477
TAS,2018,Electricity generation,PJ,6.399
TAS,2018,Manufacturing,PJ,43.325
TAS,2018,Mining,PJ,3.337
TAS,2018,Other,PJ,0.66
TAS,2018,Residential,PJ,13.307
TAS,2018,Total,PJ,108.161
TAS,2018,Transport,PJ,26.377
TAS,2018,Water and waste,PJ,0.348
TAS,2019,Agriculture,PJ,3.469
TAS,2019,Commercial and services,PJ,9.209
TAS,2019,Construction,PJ,0.478
TAS,2019,Electricity generation,PJ,4.268
TAS,2019,Manufacturing,PJ,39.914
TAS,2019,Mining,PJ,3.484
TAS,2019,Other,PJ,0.798
TAS,2019,Residential,PJ,13.716
TAS,2019,Total,PJ,100.079
TAS,2019,Transport,PJ,24.352
TAS,2019,Water and waste,PJ,0.39
TAS,2020,Agriculture,PJ,4.811
TAS,2020,Commercial and services,PJ,8.82
TAS,2020,Construction,PJ,0.447
TAS,2020,Electricity generation,PJ,4.178
TAS,2020,Manufacturing,PJ,40.445
TAS,2020,Mining,PJ,3.56
TAS,2020,Other,PJ,0.672
TAS,2020,Residential,PJ,13.82
TAS,2020,Total,PJ,103.108
TAS,2020,Transport,PJ,26.007
TAS,2020,Water and waste,PJ,0.348
TAS,2021,Agriculture,PJ,4.507
TAS,2021,Commercial and services,PJ,9.062
TAS,2021,Construction,PJ,0.441
TAS,2021,Electricity generation,PJ,4.462
TAS,2021,Manufacturing,PJ,42.157
TAS,2021,Mining,PJ,3.746
TAS,2021,Other,PJ,0.578
TAS,2021,Residential,PJ,14.001
TAS,2021,Total,PJ,105.375
TAS,2021,Transport,PJ,26.043
TAS,2021,Water and waste,PJ,0.378
TAS,2022,Agriculture,PJ,4.456
TAS,2022,Commercial and services,PJ,9.179
TAS,2022,Construction,PJ,0.431
TAS,2022,Electricity generation,PJ,4.566
TAS,2022,Manufacturing,PJ,42.224
TAS,2022,Mining,PJ,4.14
TAS,2022,Other,PJ,0.561
TAS,2022,Residential,PJ,14.071
TAS,2022,Total,PJ,105.451
TAS,2022,Transport,PJ,25.411
TAS,2022,Water and waste,PJ,0.41
VIC,1973,Agriculture,PJ,8.5
VIC,1973,Commercial and services,PJ,25.7
VIC,1973,Construction,PJ,6
VIC,1973,Electricity generation,PJ,193.4
VIC,1973,Manufacturing,PJ,170.6
VIC,1973,Mining,PJ,14.9
VIC,1973,Other,PJ,20.4
VIC,1973,Residential,PJ,89.6
VIC,1973,Total,PJ,710.9
VIC,1973,Transport,PJ,181
VIC,1973,Water and waste,PJ,0.8
VIC,1974,Agriculture,PJ,8.8
VIC,1974,Commercial and services,PJ,27.1
VIC,1974,Construction,PJ,7.1
VIC,1974,Electricity generation,PJ,200.1
VIC,1974,Manufacturing,PJ,167.2
VIC,1974,Mining,PJ,19.1
VIC,1974,Other,PJ,19.6
VIC,1974,Residential,PJ,97.1
VIC,1974,Total,PJ,731
VIC,1974,Transport,PJ,184
VIC,1974,Water and waste,PJ,0.9
VIC,1975,Agriculture,PJ,8.7
VIC,1975,Commercial and services,PJ,27.7
VIC,1975,Construction,PJ,9.2
VIC,1975,Electricity generation,PJ,215.8
VIC,1975,Manufacturing,PJ,166.1
VIC,1975,Mining,PJ,21.2
VIC,1975,Other,PJ,19.1
VIC,1975,Residential,PJ,95
VIC,1975,Total,PJ,752.8
VIC,1975,Transport,PJ,189.1
VIC,1975,Water and waste,PJ,1
VIC,1976,Agriculture,PJ,8.9
VIC,1976,Commercial and services,PJ,28.5
VIC,1976,Construction,PJ,12.8
VIC,1976,Electricity generation,PJ,235.6
VIC,1976,Manufacturing,PJ,172.9
VIC,1976,Mining,PJ,22.5
VIC,1976,Other,PJ,19.7
VIC,1976,Residential,PJ,102.1
VIC,1976,Total,PJ,802.1
VIC,1976,Transport,PJ,198.1
VIC,1976,Water and waste,PJ,1
VIC,1977,Agriculture,PJ,9
VIC,1977,Commercial and services,PJ,28.1
VIC,1977,Construction,PJ,12.2
VIC,1977,Electricity generation,PJ,234.6
VIC,1977,Manufacturing,PJ,182.6
VIC,1977,Mining,PJ,21.2
VIC,1977,Other,PJ,21.5
VIC,1977,Residential,PJ,102.5
VIC,1977,Total,PJ,823.1
VIC,1977,Transport,PJ,210.4
VIC,1977,Water and waste,PJ,1.1
VIC,1978,Agriculture,PJ,9.7
VIC,1978,Commercial and services,PJ,29.8
VIC,1978,Construction,PJ,12.7
VIC,1978,Electricity generation,PJ,253.9
VIC,1978,Manufacturing,PJ,186.3
VIC,1978,Mining,PJ,22.2
VIC,1978,Other,PJ,21.5
VIC,1978,Residential,PJ,105.6
VIC,1978,Total,PJ,857.3
VIC,1978,Transport,PJ,214.5
VIC,1978,Water and waste,PJ,1.1
VIC,1979,Agriculture,PJ,9.7
VIC,1979,Commercial and services,PJ,30.4
VIC,1979,Construction,PJ,9
VIC,1979,Electricity generation,PJ,267.7
VIC,1979,Manufacturing,PJ,190.5
VIC,1979,Mining,PJ,22.7
VIC,1979,Other,PJ,23.2
VIC,1979,Residential,PJ,101.9
VIC,1979,Total,PJ,869.4
VIC,1979,Transport,PJ,213.1
VIC,1979,Water and waste,PJ,1.2
VIC,1980,Agriculture,PJ,10.3
VIC,1980,Commercial and services,PJ,30.5
VIC,1980,Construction,PJ,6.5
VIC,1980,Electricity generation,PJ,281.3
VIC,1980,Manufacturing,PJ,193.8
VIC,1980,Mining,PJ,20.4
VIC,1980,Other,PJ,20.6
VIC,1980,Residential,PJ,102.6
VIC,1980,Total,PJ,880.8
VIC,1980,Transport,PJ,213.5
VIC,1980,Water and waste,PJ,1.2
VIC,1981,Agriculture,PJ,10.1
VIC,1981,Commercial and services,PJ,32.1
VIC,1981,Construction,PJ,6.7
VIC,1981,Electricity generation,PJ,332.4
VIC,1981,Manufacturing,PJ,189.6
VIC,1981,Mining,PJ,19.9
VIC,1981,Other,PJ,21.4
VIC,1981,Residential,PJ,108.4
VIC,1981,Total,PJ,939.4
VIC,1981,Transport,PJ,217.5
VIC,1981,Water and waste,PJ,1.3
VIC,1982,Agriculture,PJ,10
VIC,1982,Commercial and services,PJ,32.9
VIC,1982,Construction,PJ,8
VIC,1982,Electricity generation,PJ,295.1
VIC,1982,Manufacturing,PJ,180.2
VIC,1982,Mining,PJ,23.8
VIC,1982,Other,PJ,22
VIC,1982,Residential,PJ,109.2
VIC,1982,Total,PJ,896.5
VIC,1982,Transport,PJ,214
VIC,1982,Water and waste,PJ,1.3
VIC,1983,Agriculture,PJ,11
VIC,1983,Commercial and services,PJ,34
VIC,1983,Construction,PJ,7.9
VIC,1983,Electricity generation,PJ,288.8
VIC,1983,Manufacturing,PJ,185.5
VIC,1983,Mining,PJ,27.4
VIC,1983,Other,PJ,20.9
VIC,1983,Residential,PJ,109.9
VIC,1983,Total,PJ,904.9
VIC,1983,Transport,PJ,218.3
VIC,1983,Water and waste,PJ,1.3
VIC,1984,Agriculture,PJ,10.8
VIC,1984,Commercial and services,PJ,35.1
VIC,1984,Construction,PJ,7.6
VIC,1984,Electricity generation,PJ,309.9
VIC,1984,Manufacturing,PJ,190.1
VIC,1984,Mining,PJ,25.1
VIC,1984,Other,PJ,20.7
VIC,1984,Residential,PJ,110.2
VIC,1984,Total,PJ,936.2
VIC,1984,Transport,PJ,225.3
VIC,1984,Water and waste,PJ,1.3
VIC,1985,Agriculture,PJ,10.5
VIC,1985,Commercial and services,PJ,36.7
VIC,1985,Construction,PJ,7.1
VIC,1985,Electricity generation,PJ,294.6
VIC,1985,Manufacturing,PJ,195.3
VIC,1985,Mining,PJ,21.9
VIC,1985,Other,PJ,20.1
VIC,1985,Residential,PJ,110.8
VIC,1985,Total,PJ,926.4
VIC,1985,Transport,PJ,228
VIC,1985,Water and waste,PJ,1.4
VIC,1986,Agriculture,PJ,10.2
VIC,1986,Commercial and services,PJ,38.6
VIC,1986,Construction,PJ,8.5
VIC,1986,Electricity generation,PJ,325.4
VIC,1986,Manufacturing,PJ,202.8
VIC,1986,Mining,PJ,22.3
VIC,1986,Other,PJ,18.7
VIC,1986,Residential,PJ,115.7
VIC,1986,Total,PJ,979.5
VIC,1986,Transport,PJ,235.9
VIC,1986,Water and waste,PJ,1.4
VIC,1987,Agriculture,PJ,9.9
VIC,1987,Commercial and services,PJ,40.1
VIC,1987,Construction,PJ,9.4
VIC,1987,Electricity generation,PJ,333.4
VIC,1987,Manufacturing,PJ,217.8
VIC,1987,Mining,PJ,25.4
VIC,1987,Other,PJ,19.1
VIC,1987,Residential,PJ,111.5
VIC,1987,Total,PJ,1014.5
VIC,1987,Transport,PJ,246.4
VIC,1987,Water and waste,PJ,1.5
VIC,1988,Agriculture,PJ,10.8
VIC,1988,Commercial and services,PJ,41.6
VIC,1988,Construction,PJ,9.9
VIC,1988,Electricity generation,PJ,385.7
VIC,1988,Manufacturing,PJ,228.1
VIC,1988,Mining,PJ,24.5
VIC,1988,Other,PJ,19.1
VIC,1988,Residential,PJ,113.7
VIC,1988,Total,PJ,1090.2
VIC,1988,Transport,PJ,255.3
VIC,1988,Water and waste,PJ,1.5
VIC,1989,Agriculture,PJ,10.4
VIC,1989,Commercial and services,PJ,44.6
VIC,1989,Construction,PJ,9.8
VIC,1989,Electricity generation,PJ,377.5
VIC,1989,Manufacturing,PJ,226.3
VIC,1989,Mining,PJ,25.8
VIC,1989,Other,PJ,19.4
VIC,1989,Residential,PJ,124.2
VIC,1989,Total,PJ,1099.8
VIC,1989,Transport,PJ,260.2
VIC,1989,Water and waste,PJ,1.6
VIC,1990,Agriculture,PJ,10.6
VIC,1990,Commercial and services,PJ,45.9
VIC,1990,Construction,PJ,7.9
VIC,1990,Electricity generation,PJ,387.6
VIC,1990,Manufacturing,PJ,223.9
VIC,1990,Mining,PJ,23.8
VIC,1990,Other,PJ,16.7
VIC,1990,Residential,PJ,124.2
VIC,1990,Total,PJ,1090.9
VIC,1990,Transport,PJ,248.7
VIC,1990,Water and waste,PJ,1.6
VIC,1991,Agriculture,PJ,10.5
VIC,1991,Commercial and services,PJ,46.9
VIC,1991,Construction,PJ,7.6
VIC,1991,Electricity generation,PJ,402.8
VIC,1991,Manufacturing,PJ,213.6
VIC,1991,Mining,PJ,27.8
VIC,1991,Other,PJ,16.7
VIC,1991,Residential,PJ,127.5
VIC,1991,Total,PJ,1108.7
VIC,1991,Transport,PJ,253.7
VIC,1991,Water and waste,PJ,1.6
VIC,1992,Agriculture,PJ,10.7
VIC,1992,Commercial and services,PJ,48.6
VIC,1992,Construction,PJ,7.4
VIC,1992,Electricity generation,PJ,382.9
VIC,1992,Manufacturing,PJ,221.5
VIC,1992,Mining,PJ,26
VIC,1992,Other,PJ,18.6
VIC,1992,Residential,PJ,131.3
VIC,1992,Total,PJ,1104.7
VIC,1992,Transport,PJ,256
VIC,1992,Water and waste,PJ,1.7
VIC,1993,Agriculture,PJ,10.9
VIC,1993,Commercial and services,PJ,49.2
VIC,1993,Construction,PJ,7.1
VIC,1993,Electricity generation,PJ,377
VIC,1993,Manufacturing,PJ,227.2
VIC,1993,Mining,PJ,22.8
VIC,1993,Other,PJ,21.2
VIC,1993,Residential,PJ,127.6
VIC,1993,Total,PJ,1102.5
VIC,1993,Transport,PJ,257.8
VIC,1993,Water and waste,PJ,1.7
VIC,1994,Agriculture,PJ,11.3
VIC,1994,Commercial and services,PJ,52.7
VIC,1994,Construction,PJ,6.8
VIC,1994,Electricity generation,PJ,400
VIC,1994,Manufacturing,PJ,230.1
VIC,1994,Mining,PJ,24
VIC,1994,Other,PJ,22.9
VIC,1994,Residential,PJ,135.2
VIC,1994,Total,PJ,1152.2
VIC,1994,Transport,PJ,267.5
VIC,1994,Water and waste,PJ,1.7
VIC,1995,Agriculture,PJ,10.8
VIC,1995,Commercial and services,PJ,54.8
VIC,1995,Construction,PJ,6.6
VIC,1995,Electricity generation,PJ,415.7
VIC,1995,Manufacturing,PJ,228
VIC,1995,Mining,PJ,27.6
VIC,1995,Other,PJ,23.5
VIC,1995,Residential,PJ,141.8
VIC,1995,Total,PJ,1184.9
VIC,1995,Transport,PJ,274.3
