Jurisdiction,Year,Industry,Unit,Quantity
NT,2000,Transport,PJ,21.9
NT,2000,Water and waste,PJ,0.2
NT,2001,Agriculture,PJ,1.5
NT,2001,Commercial and services,PJ,5.1
NT,2001,Construction,PJ,0.7
NT,2001,Electricity generation,PJ,15.8
NT,2001,Manufacturing,PJ,21.7
NT,2001,Mining,PJ,3.4
NT,2001,Other,PJ,0.7
NT,2001,Residential,PJ,2.3
NT,2001,Total,PJ,73.4
NT,2001,Transport,PJ,22
NT,2001,Water and waste,PJ,0.2
NT,2002,Agriculture,PJ,1.266
NT,2002,Commercial and services,PJ,6.197
NT,2002,Construction,PJ,0.636
NT,2002,Electricity generation,PJ,4.787
NT,2002,Manufacturing,PJ,23.012
NT,2002,Mining,PJ,1.541
NT,2002,Other,PJ,0.8
NT,2002,Residential,PJ,2.789
NT,2002,Total,PJ,56.783
NT,2002,Transport,PJ,15.516
NT,2002,Water and waste,PJ,0.24
NT,2003,Agriculture,PJ,1.383
NT,2003,Commercial and services,PJ,6.181
NT,2003,Construction,PJ,0.542
NT,2003,Electricity generation,PJ,6.034
NT,2003,Manufacturing,PJ,23.051
NT,2003,Mining,PJ,3.429
NT,2003,Other,PJ,0.5
NT,2003,Residential,PJ,2.724
NT,2003,Total,PJ,58.655
NT,2003,Transport,PJ,14.551
NT,2003,Water and waste,PJ,0.26
NT,2004,Agriculture,PJ,1.371
NT,2004,Commercial and services,PJ,6.012
NT,2004,Construction,PJ,0.502
NT,2004,Electricity generation,PJ,7.037
NT,2004,Manufacturing,PJ,22.227
NT,2004,Mining,PJ,5.751
NT,2004,Other,PJ,0.5
NT,2004,Residential,PJ,2.464
NT,2004,Total,PJ,61.536
NT,2004,Transport,PJ,15.419
NT,2004,Water and waste,PJ,0.252
NT,2005,Agriculture,PJ,1.127
NT,2005,Commercial and services,PJ,5.987
NT,2005,Construction,PJ,0.388
NT,2005,Electricity generation,PJ,6.252
NT,2005,Manufacturing,PJ,22.058
NT,2005,Mining,PJ,16.492
NT,2005,Other,PJ,0.635
NT,2005,Residential,PJ,2.673
NT,2005,Total,PJ,72.998
NT,2005,Transport,PJ,17.191
NT,2005,Water and waste,PJ,0.195
NT,2006,Agriculture,PJ,1.097
NT,2006,Commercial and services,PJ,6.259
NT,2006,Construction,PJ,0.366
NT,2006,Electricity generation,PJ,5.811
NT,2006,Manufacturing,PJ,23.289
NT,2006,Mining,PJ,26.478
NT,2006,Other,PJ,0.605
NT,2006,Residential,PJ,2.838
NT,2006,Total,PJ,82.787
NT,2006,Transport,PJ,15.833
NT,2006,Water and waste,PJ,0.213
NT,2007,Agriculture,PJ,1.1
NT,2007,Commercial and services,PJ,6.454
NT,2007,Construction,PJ,0.36
NT,2007,Electricity generation,PJ,16.193
NT,2007,Manufacturing,PJ,27.135
NT,2007,Mining,PJ,24.496
NT,2007,Other,PJ,0.779
NT,2007,Residential,PJ,2.995
NT,2007,Total,PJ,95.995
NT,2007,Transport,PJ,16.273
NT,2007,Water and waste,PJ,0.211
NT,2008,Agriculture,PJ,1.261
NT,2008,Commercial and services,PJ,6.952
NT,2008,Construction,PJ,0.306
NT,2008,Electricity generation,PJ,21.276
NT,2008,Manufacturing,PJ,21.475
NT,2008,Mining,PJ,25.075
NT,2008,Other,PJ,0.66
NT,2008,Residential,PJ,3.185
NT,2008,Total,PJ,95.044
NT,2008,Transport,PJ,14.828
NT,2008,Water and waste,PJ,0.026
NT,2009,Agriculture,PJ,1.263
NT,2009,Commercial and services,PJ,7.555
NT,2009,Construction,PJ,0.318
NT,2009,Electricity generation,PJ,23.834
NT,2009,Manufacturing,PJ,22.964
NT,2009,Mining,PJ,20.024
NT,2009,Other,PJ,0.448
NT,2009,Residential,PJ,3.312
NT,2009,Total,PJ,94.174
NT,2009,Transport,PJ,14.284
NT,2009,Water and waste,PJ,0.172
NT,2010,Agriculture,PJ,1.26
NT,2010,Commercial and services,PJ,6.204
NT,2010,Construction,PJ,0.353
NT,2010,Electricity generation,PJ,22.368
NT,2010,Manufacturing,PJ,24.043
NT,2010,Mining,PJ,23.405
NT,2010,Other,PJ,0.561
NT,2010,Residential,PJ,2.686
NT,2010,Total,PJ,99.786
NT,2010,Transport,PJ,18.81
NT,2010,Water and waste,PJ,0.097
NT,2011,Agriculture,PJ,1.263
NT,2011,Commercial and services,PJ,6.635
NT,2011,Construction,PJ,0.431
NT,2011,Electricity generation,PJ,22.927
NT,2011,Manufacturing,PJ,24.244
NT,2011,Mining,PJ,21.464
NT,2011,Other,PJ,0.416
NT,2011,Residential,PJ,2.308
NT,2011,Total,PJ,98.194
NT,2011,Transport,PJ,18.447
NT,2011,Water and waste,PJ,0.059
NT,2012,Agriculture,PJ,1.28
NT,2012,Commercial and services,PJ,6.265
NT,2012,Construction,PJ,0.488
NT,2012,Electricity generation,PJ,22.138
NT,2012,Manufacturing,PJ,23.207
NT,2012,Mining,PJ,26.012
NT,2012,Other,PJ,0.456
NT,2012,Residential,PJ,2.077
NT,2012,Total,PJ,100.156
NT,2012,Transport,PJ,18.23
NT,2012,Water and waste,PJ,0.002
NT,2013,Agriculture,PJ,1.172
NT,2013,Commercial and services,PJ,9.018
NT,2013,Construction,PJ,0.568
NT,2013,Electricity generation,PJ,22.893
NT,2013,Manufacturing,PJ,17.914
NT,2013,Mining,PJ,26.144
NT,2013,Other,PJ,0.338
NT,2013,Residential,PJ,2.24
NT,2013,Total,PJ,99.141
NT,2013,Transport,PJ,18.573
NT,2013,Water and waste,PJ,0.282
NT,2014,Agriculture,PJ,1.21
NT,2014,Commercial and services,PJ,5.944
NT,2014,Construction,PJ,0.977
NT,2014,Electricity generation,PJ,24.184
NT,2014,Manufacturing,PJ,2.364
NT,2014,Mining,PJ,24.955
NT,2014,Other,PJ,0.294
NT,2014,Residential,PJ,2.956
NT,2014,Total,PJ,83.987
NT,2014,Transport,PJ,21.06
NT,2014,Water and waste,PJ,0.043
NT,2015,Agriculture,PJ,1.251
NT,2015,Commercial and services,PJ,6.073
NT,2015,Construction,PJ,0.775
NT,2015,Electricity generation,PJ,23.363
NT,2015,Manufacturing,PJ,1.219
NT,2015,Mining,PJ,26.866
NT,2015,Other,PJ,0.284
NT,2015,Residential,PJ,3.14
NT,2015,Total,PJ,83.919
NT,2015,Transport,PJ,20.846
NT,2015,Water and waste,PJ,0.102
NT,2016,Agriculture,PJ,1.67
NT,2016,Commercial and services,PJ,6.109
NT,2016,Construction,PJ,0.908
NT,2016,Electricity generation,PJ,24.48
NT,2016,Manufacturing,PJ,1.165
NT,2016,Mining,PJ,24.906
NT,2016,Other,PJ,0.233
NT,2016,Residential,PJ,3.222
NT,2016,Total,PJ,83.32
NT,2016,Transport,PJ,20.518
NT,2016,Water and waste,PJ,0.109
NT,2017,Agriculture,PJ,1.674
NT,2017,Commercial and services,PJ,6.039
NT,2017,Construction,PJ,0.457
NT,2017,Electricity generation,PJ,27.747
NT,2017,Manufacturing,PJ,1.128
NT,2017,Mining,PJ,27.987
NT,2017,Other,PJ,0.191
NT,2017,Residential,PJ,3.176
NT,2017,Total,PJ,90.161
NT,2017,Transport,PJ,21.634
NT,2017,Water and waste,PJ,0.13
NT,2018,Agriculture,PJ,1.853
NT,2018,Commercial and services,PJ,5.496
NT,2018,Construction,PJ,0.353
NT,2018,Electricity generation,PJ,33.279
NT,2018,Manufacturing,PJ,0.493
NT,2018,Mining,PJ,59.098
NT,2018,Other,PJ,0.129
NT,2018,Residential,PJ,3.446
NT,2018,Total,PJ,133.022
NT,2018,Transport,PJ,28.748
NT,2018,Water and waste,PJ,0.127
NT,2019,Agriculture,PJ,1.872
NT,2019,Commercial and services,PJ,4.994
NT,2019,Construction,PJ,0.239
NT,2019,Electricity generation,PJ,33.079
NT,2019,Manufacturing,PJ,0.442
NT,2019,Mining,PJ,78.182
NT,2019,Other,PJ,0.179
NT,2019,Residential,PJ,3.567
NT,2019,Total,PJ,146.499
NT,2019,Transport,PJ,23.816
NT,2019,Water and waste,PJ,0.129
NT,2020,Agriculture,PJ,2.266
NT,2020,Commercial and services,PJ,4.958
NT,2020,Construction,PJ,0.257
NT,2020,Electricity generation,PJ,32.579
NT,2020,Manufacturing,PJ,0.342
NT,2020,Mining,PJ,76.547
NT,2020,Other,PJ,0.152
NT,2020,Residential,PJ,3.76
NT,2020,Total,PJ,145.341
NT,2020,Transport,PJ,24.353
NT,2020,Water and waste,PJ,0.126
NT,2021,Agriculture,PJ,1.744
NT,2021,Commercial and services,PJ,5.073
NT,2021,Construction,PJ,0.259
NT,2021,Electricity generation,PJ,31.723
NT,2021,Manufacturing,PJ,0.286
NT,2021,Mining,PJ,78.481
NT,2021,Other,PJ,0.139
NT,2021,Residential,PJ,4.075
NT,2021,Total,PJ,149.773
NT,2021,Transport,PJ,27.864
NT,2021,Water and waste,PJ,0.129
NT,2022,Agriculture,PJ,0.728
NT,2022,Commercial and services,PJ,5.073
NT,2022,Construction,PJ,0.506
NT,2022,Electricity generation,PJ,30.307
NT,2022,Manufacturing,PJ,0.255
NT,2022,Mining,PJ,62.97
NT,2022,Other,PJ,0.149
NT,2022,Residential,PJ,3.915
NT,2022,Total,PJ,129.592
NT,2022,Transport,PJ,25.576
NT,2022,Water and waste,PJ,0.115
QLD,1973,Agriculture,PJ,10.3
QLD,1973,Commercial and services,PJ,8.6
QLD,1973,Construction,PJ,6.8
QLD,1973,Electricity generation,PJ,64
QLD,1973,Manufacturing,PJ,147.7
QLD,1973,Mining,PJ,8.9
QLD,1973,Other,PJ,8.1
QLD,1973,Residential,PJ,22.6
QLD,1973,Total,PJ,371.3
QLD,1973,Transport,PJ,94.1
QLD,1973,Water and waste,PJ,0.2
QLD,1974,Agriculture,PJ,11.3
QLD,1974,Commercial and services,PJ,9.1
QLD,1974,Construction,PJ,6.9
QLD,1974,Electricity generation,PJ,71.6
QLD,1974,Manufacturing,PJ,156
QLD,1974,Mining,PJ,8.4
QLD,1974,Other,PJ,8
QLD,1974,Residential,PJ,23.3
QLD,1974,Total,PJ,392.6
QLD,1974,Transport,PJ,97.8
QLD,1974,Water and waste,PJ,0.2
QLD,1975,Agriculture,PJ,11.5
QLD,1975,Commercial and services,PJ,9.2
QLD,1975,Construction,PJ,6.1
QLD,1975,Electricity generation,PJ,73.4
QLD,1975,Manufacturing,PJ,165.3
QLD,1975,Mining,PJ,8.7
QLD,1975,Other,PJ,8.8
QLD,1975,Residential,PJ,23.3
QLD,1975,Total,PJ,410
QLD,1975,Transport,PJ,103.5
QLD,1975,Water and waste,PJ,0.2
QLD,1976,Agriculture,PJ,12
QLD,1976,Commercial and services,PJ,9.7
QLD,1976,Construction,PJ,7.4
QLD,1976,Electricity generation,PJ,78.7
QLD,1976,Manufacturing,PJ,179.5
QLD,1976,Mining,PJ,9.4
QLD,1976,Other,PJ,9.2
QLD,1976,Residential,PJ,23.9
QLD,1976,Total,PJ,441.8
QLD,1976,Transport,PJ,111.8
QLD,1976,Water and waste,PJ,0.2
QLD,1977,Agriculture,PJ,12.2
QLD,1977,Commercial and services,PJ,10.3
QLD,1977,Construction,PJ,8.5
QLD,1977,Electricity generation,PJ,92
QLD,1977,Manufacturing,PJ,179.9
QLD,1977,Mining,PJ,9.2
QLD,1977,Other,PJ,9.2
QLD,1977,Residential,PJ,25.1
QLD,1977,Total,PJ,461.2
QLD,1977,Transport,PJ,114.6
QLD,1977,Water and waste,PJ,0.2
QLD,1978,Agriculture,PJ,12.5
QLD,1978,Commercial and services,PJ,10.5
QLD,1978,Construction,PJ,9.3
QLD,1978,Electricity generation,PJ,92.3
QLD,1978,Manufacturing,PJ,171.8
QLD,1978,Mining,PJ,9.3
QLD,1978,Other,PJ,9.3
QLD,1978,Residential,PJ,25.9
QLD,1978,Total,PJ,463.2
QLD,1978,Transport,PJ,122
QLD,1978,Water and waste,PJ,0.2
QLD,1979,Agriculture,PJ,12.7
QLD,1979,Commercial and services,PJ,11.8
QLD,1979,Construction,PJ,10.9
QLD,1979,Electricity generation,PJ,97.4
QLD,1979,Manufacturing,PJ,175.6
QLD,1979,Mining,PJ,9.3
QLD,1979,Other,PJ,9.2
QLD,1979,Residential,PJ,26.5
QLD,1979,Total,PJ,480.2
QLD,1979,Transport,PJ,126.6
QLD,1979,Water and waste,PJ,0.2
QLD,1980,Agriculture,PJ,13.6
QLD,1980,Commercial and services,PJ,12.7
QLD,1980,Construction,PJ,12.2
QLD,1980,Electricity generation,PJ,106
QLD,1980,Manufacturing,PJ,182.1
QLD,1980,Mining,PJ,10.1
QLD,1980,Other,PJ,8.6
QLD,1980,Residential,PJ,26.4
QLD,1980,Total,PJ,502.9
QLD,1980,Transport,PJ,130.9
QLD,1980,Water and waste,PJ,0.3
QLD,1981,Agriculture,PJ,15.9
QLD,1981,Commercial and services,PJ,13.8
QLD,1981,Construction,PJ,15.5
QLD,1981,Electricity generation,PJ,117.3
QLD,1981,Manufacturing,PJ,186.2
QLD,1981,Mining,PJ,10.9
QLD,1981,Other,PJ,9.4
QLD,1981,Residential,PJ,27
QLD,1981,Total,PJ,537.2
QLD,1981,Transport,PJ,141
QLD,1981,Water and waste,PJ,0.3
QLD,1982,Agriculture,PJ,16.2
QLD,1982,Commercial and services,PJ,13.5
QLD,1982,Construction,PJ,11.2
QLD,1982,Electricity generation,PJ,132.5
QLD,1982,Manufacturing,PJ,179
QLD,1982,Mining,PJ,11.4
QLD,1982,Other,PJ,8.8
QLD,1982,Residential,PJ,27
QLD,1982,Total,PJ,541.5
QLD,1982,Transport,PJ,141.7
QLD,1982,Water and waste,PJ,0.3
QLD,1983,Agriculture,PJ,17.2
QLD,1983,Commercial and services,PJ,13.3
QLD,1983,Construction,PJ,10.9
QLD,1983,Electricity generation,PJ,146.5
QLD,1983,Manufacturing,PJ,185.9
QLD,1983,Mining,PJ,12
QLD,1983,Other,PJ,9.7
QLD,1983,Residential,PJ,27.3
QLD,1983,Total,PJ,571.6
QLD,1983,Transport,PJ,148.6
QLD,1983,Water and waste,PJ,0.3
QLD,1984,Agriculture,PJ,17.4
QLD,1984,Commercial and services,PJ,14
QLD,1984,Construction,PJ,9
QLD,1984,Electricity generation,PJ,160.1
QLD,1984,Manufacturing,PJ,192.9
QLD,1984,Mining,PJ,12.9
QLD,1984,Other,PJ,9.9
QLD,1984,Residential,PJ,28
QLD,1984,Total,PJ,600.3
QLD,1984,Transport,PJ,155.9
QLD,1984,Water and waste,PJ,0.3
QLD,1985,Agriculture,PJ,17.4
QLD,1985,Commercial and services,PJ,15.5
QLD,1985,Construction,PJ,10
QLD,1985,Electricity generation,PJ,157.1
QLD,1985,Manufacturing,PJ,191
QLD,1985,Mining,PJ,14.2
QLD,1985,Other,PJ,10.2
QLD,1985,Residential,PJ,28.6
QLD,1985,Total,PJ,604.8
QLD,1985,Transport,PJ,160.5
QLD,1985,Water and waste,PJ,0.3
QLD,1986,Agriculture,PJ,17.9
QLD,1986,Commercial and services,PJ,16.9
QLD,1986,Construction,PJ,10.2
QLD,1986,Electricity generation,PJ,157.7
QLD,1986,Manufacturing,PJ,196.8
QLD,1986,Mining,PJ,15.8
QLD,1986,Other,PJ,10.3
QLD,1986,Residential,PJ,29.2
QLD,1986,Total,PJ,620
QLD,1986,Transport,PJ,164.8
QLD,1986,Water and waste,PJ,0.3
QLD,1987,Agriculture,PJ,17.8
QLD,1987,Commercial and services,PJ,18.3
QLD,1987,Construction,PJ,13
QLD,1987,Electricity generation,PJ,159.2
QLD,1987,Manufacturing,PJ,202.4
QLD,1987,Mining,PJ,17.5
QLD,1987,Other,PJ,10.6
QLD,1987,Residential,PJ,30.4
QLD,1987,Total,PJ,642.4
QLD,1987,Transport,PJ,172.8
QLD,1987,Water and waste,PJ,0.3
QLD,1988,Agriculture,PJ,18.1
QLD,1988,Commercial and services,PJ,20.1
QLD,1988,Construction,PJ,13.3
QLD,1988,Electricity generation,PJ,166.1
QLD,1988,Manufacturing,PJ,213.4
QLD,1988,Mining,PJ,18.8
QLD,1988,Other,PJ,11.1
QLD,1988,Residential,PJ,31.5
QLD,1988,Total,PJ,678.3
QLD,1988,Transport,PJ,185.5
QLD,1988,Water and waste,PJ,0.4
QLD,1989,Agriculture,PJ,16.7
QLD,1989,Commercial and services,PJ,21.1
QLD,1989,Construction,PJ,13.6
QLD,1989,Electricity generation,PJ,172.2
QLD,1989,Manufacturing,PJ,213.6
QLD,1989,Mining,PJ,19.7
QLD,1989,Other,PJ,12.4
QLD,1989,Residential,PJ,33.4
QLD,1989,Total,PJ,691.8
QLD,1989,Transport,PJ,188.7
QLD,1989,Water and waste,PJ,0.4
QLD,1990,Agriculture,PJ,16.9
QLD,1990,Commercial and services,PJ,22.2
QLD,1990,Construction,PJ,12.7
QLD,1990,Electricity generation,PJ,176.3
QLD,1990,Manufacturing,PJ,213.8
QLD,1990,Mining,PJ,20.7
QLD,1990,Other,PJ,12.8
QLD,1990,Residential,PJ,34.5
QLD,1990,Total,PJ,702
QLD,1990,Transport,PJ,191.7
QLD,1990,Water and waste,PJ,0.4
QLD,1991,Agriculture,PJ,17.3
QLD,1991,Commercial and services,PJ,23.2
QLD,1991,Construction,PJ,12.2
QLD,1991,Electricity generation,PJ,186.5
QLD,1991,Manufacturing,PJ,206.1
QLD,1991,Mining,PJ,22.8
QLD,1991,Other,PJ,13.8
QLD,1991,Residential,PJ,35.3
QLD,1991,Total,PJ,715
QLD,1991,Transport,PJ,197.4
QLD,1991,Water and waste,PJ,0.4
QLD,1992,Agriculture,PJ,18.1
QLD,1992,Commercial and services,PJ,24.1
QLD,1992,Construction,PJ,11.8
QLD,1992,Electricity generation,PJ,199.3
QLD,1992,Manufacturing,PJ,220.6
QLD,1992,Mining,PJ,25
QLD,1992,Other,PJ,15.6
QLD,1992,Residential,PJ,37.2
QLD,1992,Total,PJ,758.5
QLD,1992,Transport,PJ,206.3
QLD,1992,Water and waste,PJ,0.4
QLD,1993,Agriculture,PJ,18.5
QLD,1993,Commercial and services,PJ,25.3
QLD,1993,Construction,PJ,11.4
QLD,1993,Electricity generation,PJ,201.6
QLD,1993,Manufacturing,PJ,235.2
QLD,1993,Mining,PJ,26.9
QLD,1993,Other,PJ,17.8
QLD,1993,Residential,PJ,38.1
QLD,1993,Total,PJ,793.2
QLD,1993,Transport,PJ,218
QLD,1993,Water and waste,PJ,0.4
QLD,1994,Agriculture,PJ,19
QLD,1994,Commercial and services,PJ,27.8
QLD,1994,Construction,PJ,11
QLD,1994,Electricity generation,PJ,219.2
QLD,1994,Manufacturing,PJ,245.2
QLD,1994,Mining,PJ,28.6
QLD,1994,Other,PJ,20
QLD,1994,Residential,PJ,39.3
QLD,1994,Total,PJ,847.3
QLD,1994,Transport,PJ,236.8
QLD,1994,Water and waste,PJ,0.5
QLD,1995,Agriculture,PJ,19.3
QLD,1995,Commercial and services,PJ,30.2
QLD,1995,Construction,PJ,10.6
QLD,1995,Electricity generation,PJ,235.8
QLD,1995,Manufacturing,PJ,255
QLD,1995,Mining,PJ,29.9
QLD,1995,Other,PJ,19.6
QLD,1995,Residential,PJ,39.5
QLD,1995,Total,PJ,882.7
QLD,1995,Transport,PJ,242.3
QLD,1995,Water and waste,PJ,0.5
QLD,1996,Agriculture,PJ,19.9
QLD,1996,Commercial and services,PJ,31.9
QLD,1996,Construction,PJ,10.3
QLD,1996,Electricity generation,PJ,241
QLD,1996,Manufacturing,PJ,265.3
QLD,1996,Mining,PJ,31.6
QLD,1996,Other,PJ,21.8
QLD,1996,Residential,PJ,40.8
QLD,1996,Total,PJ,914.1
QLD,1996,Transport,PJ,251
QLD,1996,Water and waste,PJ,0.5
QLD,1997,Agriculture,PJ,20.6
QLD,1997,Commercial and services,PJ,33.9
QLD,1997,Construction,PJ,9.9
QLD,1997,Electricity generation,PJ,274.5
QLD,1997,Manufacturing,PJ,279.4
QLD,1997,Mining,PJ,35.4
QLD,1997,Other,PJ,21.7
QLD,1997,Residential,PJ,42.3
QLD,1997,Total,PJ,968.5
QLD,1997,Transport,PJ,250.3
QLD,1997,Water and waste,PJ,0.5
QLD,1998,Agriculture,PJ,21.5
QLD,1998,Commercial and services,PJ,34.5
QLD,1998,Construction,PJ,9.5
QLD,1998,Electricity generation,PJ,288.4
QLD,1998,Manufacturing,PJ,278.9
QLD,1998,Mining,PJ,37.9
QLD,1998,Other,PJ,22.3
QLD,1998,Residential,PJ,43.1
QLD,1998,Total,PJ,983.8
QLD,1998,Transport,PJ,247.2
QLD,1998,Water and waste,PJ,0.5
QLD,1999,Agriculture,PJ,22.8
QLD,1999,Commercial and services,PJ,36.5
QLD,1999,Construction,PJ,9.2
QLD,1999,Electricity generation,PJ,285.7
QLD,1999,Manufacturing,PJ,283.9
QLD,1999,Mining,PJ,39.1
QLD,1999,Other,PJ,26.4
QLD,1999,Residential,PJ,44.1
QLD,1999,Total,PJ,1009.7
QLD,1999,Transport,PJ,261.5
QLD,1999,Water and waste,PJ,0.5
QLD,2000,Agriculture,PJ,15.4
QLD,2000,Commercial and services,PJ,39.2
QLD,2000,Construction,PJ,9.2
QLD,2000,Electricity generation,PJ,317.1
QLD,2000,Manufacturing,PJ,267.7
QLD,2000,Mining,PJ,51.5
QLD,2000,Other,PJ,16.3
QLD,2000,Residential,PJ,45.5
QLD,2000,Total,PJ,1020
QLD,2000,Transport,PJ,257.5
QLD,2000,Water and waste,PJ,0.5
QLD,2001,Agriculture,PJ,15.8
QLD,2001,Commercial and services,PJ,40.6
QLD,2001,Construction,PJ,9.4
QLD,2001,Electricity generation,PJ,334.1
QLD,2001,Manufacturing,PJ,273
QLD,2001,Mining,PJ,56.7
QLD,2001,Other,PJ,20
QLD,2001,Residential,PJ,45.9
QLD,2001,Total,PJ,1057.8
QLD,2001,Transport,PJ,261.8
QLD,2001,Water and waste,PJ,0.5
QLD,2002,Agriculture,PJ,19.143
QLD,2002,Commercial and services,PJ,46.888
QLD,2002,Construction,PJ,9.084
QLD,2002,Electricity generation,PJ,371.253
QLD,2002,Manufacturing,PJ,227.601
QLD,2002,Mining,PJ,63.383
QLD,2002,Other,PJ,19.808
QLD,2002,Residential,PJ,49.526
QLD,2002,Total,PJ,1064.037
QLD,2002,Transport,PJ,256.821
QLD,2002,Water and waste,PJ,0.531
QLD,2003,Agriculture,PJ,19.256
QLD,2003,Commercial and services,PJ,49.634
QLD,2003,Construction,PJ,9.108
QLD,2003,Electricity generation,PJ,415.476
QLD,2003,Manufacturing,PJ,173.123
QLD,2003,Mining,PJ,66.466
QLD,2003,Other,PJ,21.708
QLD,2003,Residential,PJ,51.314
QLD,2003,Total,PJ,1081.105
QLD,2003,Transport,PJ,274.457
QLD,2003,Water and waste,PJ,0.563
QLD,2004,Agriculture,PJ,20.932
QLD,2004,Commercial and services,PJ,49.759
QLD,2004,Construction,PJ,9.403
QLD,2004,Electricity generation,PJ,457.943
QLD,2004,Manufacturing,PJ,256.969
QLD,2004,Mining,PJ,75.886
QLD,2004,Other,PJ,17.9
QLD,2004,Residential,PJ,51.887
QLD,2004,Total,PJ,1225.086
QLD,2004,Transport,PJ,283.814
QLD,2004,Water and waste,PJ,0.594
QLD,2005,Agriculture,PJ,22.07
QLD,2005,Commercial and services,PJ,50.761
QLD,2005,Construction,PJ,7.477
QLD,2005,Electricity generation,PJ,464.312
QLD,2005,Manufacturing,PJ,300.305
QLD,2005,Mining,PJ,70.786
QLD,2005,Other,PJ,19.523
QLD,2005,Residential,PJ,52.35
QLD,2005,Total,PJ,1279.525
QLD,2005,Transport,PJ,291.357
QLD,2005,Water and waste,PJ,0.584
QLD,2006,Agriculture,PJ,22.225
QLD,2006,Commercial and services,PJ,53.965
QLD,2006,Construction,PJ,7.321
QLD,2006,Electricity generation,PJ,536.766
QLD,2006,Manufacturing,PJ,258.86
QLD,2006,Mining,PJ,70.652
QLD,2006,Other,PJ,21.472
QLD,2006,Residential,PJ,54.332
QLD,2006,Total,PJ,1328.997
QLD,2006,Transport,PJ,302.784
QLD,2006,Water and waste,PJ,0.619
QLD,2007,Agriculture,PJ,22.19
QLD,2007,Commercial and services,PJ,55.26
QLD,2007,Construction,PJ,7.381
QLD,2007,Electricity generation,PJ,477.723
QLD,2007,Manufacturing,PJ,253.141
QLD,2007,Mining,PJ,75.552
QLD,2007,Other,PJ,22.273
QLD,2007,Residential,PJ,55.783
QLD,2007,Total,PJ,1289.546
QLD,2007,Transport,PJ,319.078
QLD,2007,Water and waste,PJ,1.164
QLD,2008,Agriculture,PJ,22.527
QLD,2008,Commercial and services,PJ,55.723
QLD,2008,Construction,PJ,8.051
QLD,2008,Electricity generation,PJ,497.159
QLD,2008,Manufacturing,PJ,279.294
QLD,2008,Mining,PJ,80.255
QLD,2008,Other,PJ,22.564
QLD,2008,Residential,PJ,57.136
QLD,2008,Total,PJ,1345.729
QLD,2008,Transport,PJ,321.527
QLD,2008,Water and waste,PJ,1.492
QLD,2009,Agriculture,PJ,22.568
QLD,2009,Commercial and services,PJ,55.512
QLD,2009,Construction,PJ,7.408
QLD,2009,Electricity generation,PJ,410.485
QLD,2009,Manufacturing,PJ,302.357
QLD,2009,Mining,PJ,86.547
QLD,2009,Other,PJ,24.027
QLD,2009,Residential,PJ,58.403
QLD,2009,Total,PJ,1294.384
QLD,2009,Transport,PJ,326.009
QLD,2009,Water and waste,PJ,1.066
QLD,2010,Agriculture,PJ,22.89
QLD,2010,Commercial and services,PJ,56.445
QLD,2010,Construction,PJ,7.168
QLD,2010,Electricity generation,PJ,360.216
QLD,2010,Manufacturing,PJ,301.691
QLD,2010,Mining,PJ,90.985
QLD,2010,Other,PJ,19.401
QLD,2010,Residential,PJ,60.108
QLD,2010,Total,PJ,1249.598
QLD,2010,Transport,PJ,329.602
QLD,2010,Water and waste,PJ,1.093
QLD,2011,Agriculture,PJ,23.287
QLD,2011,Commercial and services,PJ,54.74
QLD,2011,Construction,PJ,6.663
QLD,2011,Electricity generation,PJ,397.168
QLD,2011,Manufacturing,PJ,303.478
QLD,2011,Mining,PJ,104.411
QLD,2011,Other,PJ,20.269
QLD,2011,Residential,PJ,59.911
QLD,2011,Total,PJ,1314.818
QLD,2011,Transport,PJ,343.715
QLD,2011,Water and waste,PJ,1.177
QLD,2012,Agriculture,PJ,24.775
QLD,2012,Commercial and services,PJ,58.53
QLD,2012,Construction,PJ,6.285
QLD,2012,Electricity generation,PJ,374.871
QLD,2012,Manufacturing,PJ,324.086
QLD,2012,Mining,PJ,118.165
QLD,2012,Other,PJ,19.336
QLD,2012,Residential,PJ,60.784
QLD,2012,Total,PJ,1334.792
QLD,2012,Transport,PJ,346.848
QLD,2012,Water and waste,PJ,1.113
QLD,2013,Agriculture,PJ,25.013
QLD,2013,Commercial and services,PJ,59.577
QLD,2013,Construction,PJ,6.353
QLD,2013,Electricity generation,PJ,368.776
QLD,2013,Manufacturing,PJ,319.334
QLD,2013,Mining,PJ,122.456
QLD,2013,Other,PJ,25.576
QLD,2013,Residential,PJ,60.992
QLD,2013,Total,PJ,1338.862
QLD,2013,Transport,PJ,349.63
QLD,2013,Water and waste,PJ,1.156
QLD,2014,Agriculture,PJ,25.216
QLD,2014,Commercial and services,PJ,64.437
QLD,2014,Construction,PJ,8.375
QLD,2014,Electricity generation,PJ,417.098
QLD,2014,Manufacturing,PJ,352.865
QLD,2014,Mining,PJ,131.617
QLD,2014,Other,PJ,21.679
QLD,2014,Residential,PJ,59.329
QLD,2014,Total,PJ,1436.133
QLD,2014,Transport,PJ,353.426
QLD,2014,Water and waste,PJ,2.092
QLD,2015,Agriculture,PJ,26.648
QLD,2015,Commercial and services,PJ,62.875
QLD,2015,Construction,PJ,8.215
QLD,2015,Electricity generation,PJ,422.091
QLD,2015,Manufacturing,PJ,309.53
QLD,2015,Mining,PJ,173.766
QLD,2015,Other,PJ,27.661
