LGA_CODE_2016,LGA_NAME_2016,EnergyType,Capacity
36720,Sunshine Coast (R),Rural / Primacy Production Capacity (MW),31020
26490,Surf Coast (S),Rural / Primacy Production Capacity (MW),14423
17150,Sutherland Shire (A),Rural / Primacy Production Capacity (MW),0
58050,Swan (C),Rural / Primacy Production Capacity (MW),349727
26610,Swan Hill (RC),Rural / Primacy Production Capacity (MW),506
17200,Sydney (C),Rural / Primacy Production Capacity (MW),1182
36820,Tablelands (R),Rural / Primacy Production Capacity (MW),3835
58190,Tammin (S),Rural / Primacy Production Capacity (MW),0
17310,Tamworth Regional (A),Rural / Primacy Production Capacity (MW),0
65210,Tasman (M),Rural / Primacy Production Capacity (MW),0
47630,Tatiara (DC),Rural / Primacy Production Capacity (MW),0
47700,Tea Tree Gully (C),Rural / Primacy Production Capacity (MW),0
17350,Temora (A),Rural / Primacy Production Capacity (MW),0
17400,Tenterfield (A),Rural / Primacy Production Capacity (MW),0
47800,The Coorong (DC),Rural / Primacy Production Capacity (MW),0
17420,The Hills Shire (A),Rural / Primacy Production Capacity (MW),0
58260,Three Springs (S),Rural / Primacy Production Capacity (MW),0
74050,Tiwi Islands (R),Rural / Primacy Production Capacity (MW),285
58330,Toodyay (S),Rural / Primacy Production Capacity (MW),1495
36910,Toowoomba (R),Rural / Primacy Production Capacity (MW),59150
36950,Torres (S),Rural / Primacy Production Capacity (MW),0
36960,Torres Strait Island (R),Rural / Primacy Production Capacity (MW),0
37010,Townsville (C),Rural / Primacy Production Capacity (MW),47806
26670,Towong (S),Rural / Primacy Production Capacity (MW),3609
58400,Trayning (S),Rural / Primacy Production Capacity (MW),1119
47910,Tumby Bay (DC),Rural / Primacy Production Capacity (MW),0
17550,Tweed (A),Rural / Primacy Production Capacity (MW),0
99399,Unincorp. Other Territories,Rural / Primacy Production Capacity (MW),0
89399,Unincorporated ACT,Rural / Primacy Production Capacity (MW),107986
19399,Unincorporated NSW,Rural / Primacy Production Capacity (MW),0
79399,Unincorporated NT,Rural / Primacy Production Capacity (MW),6109
49399,Unincorporated SA,Rural / Primacy Production Capacity (MW),0
29399,Unincorporated Vic,Rural / Primacy Production Capacity (MW),868
47980,Unley (C),Rural / Primacy Production Capacity (MW),0
58470,Upper Gascoyne (S),Rural / Primacy Production Capacity (MW),0
17620,Upper Hunter Shire (A),Rural / Primacy Production Capacity (MW),0
17640,Upper Lachlan Shire (A),Rural / Primacy Production Capacity (MW),0
17650,Uralla (A),Rural / Primacy Production Capacity (MW),0
48050,Victor Harbor (C),Rural / Primacy Production Capacity (MW),0
74550,Victoria Daly (R),Rural / Primacy Production Capacity (MW),361
58510,Victoria Park (T),Rural / Primacy Production Capacity (MW),6233
58540,Victoria Plains (S),Rural / Primacy Production Capacity (MW),610
58570,Vincent (C),Rural / Primacy Production Capacity (MW),389
74560,Wagait (S),Rural / Primacy Production Capacity (MW),41
17750,Wagga Wagga (C),Rural / Primacy Production Capacity (MW),72
58610,Wagin (S),Rural / Primacy Production Capacity (MW),0
48130,Wakefield (DC),Rural / Primacy Production Capacity (MW),0
17850,Walcha (A),Rural / Primacy Production Capacity (MW),0
17900,Walgett (A),Rural / Primacy Production Capacity (MW),0
48260,Walkerville (M),Rural / Primacy Production Capacity (MW),0
58680,Wandering (S),Rural / Primacy Production Capacity (MW),13
26700,Wangaratta (RC),Rural / Primacy Production Capacity (MW),3481
58760,Wanneroo (C),Rural / Primacy Production Capacity (MW),714664
65410,Waratah/Wynyard (M),Rural / Primacy Production Capacity (MW),62
58820,Waroona (S),Rural / Primacy Production Capacity (MW),7815
17950,Warren (A),Rural / Primacy Production Capacity (MW),0
26730,Warrnambool (C),Rural / Primacy Production Capacity (MW),1722
18020,Warrumbungle Shire (A),Rural / Primacy Production Capacity (MW),0
48340,Wattle Range (DC),Rural / Primacy Production Capacity (MW),0
18050,Waverley (A),Rural / Primacy Production Capacity (MW),0
18100,Weddin (A),Rural / Primacy Production Capacity (MW),0
37300,Weipa (T),Rural / Primacy Production Capacity (MW),0
26810,Wellington (S),Rural / Primacy Production Capacity (MW),3654
18200,Wentworth (A),Rural / Primacy Production Capacity (MW),39
74660,West Arnhem (R),Rural / Primacy Production Capacity (MW),2998
58890,West Arthur (S),Rural / Primacy Production Capacity (MW),55
65610,West Coast (M),Rural / Primacy Production Capacity (MW),0
74680,West Daly (R),Rural / Primacy Production Capacity (MW),376
65810,West Tamar (M),Rural / Primacy Production Capacity (MW),1068
48410,West Torrens (C),Rural / Primacy Production Capacity (MW),0
26890,West Wimmera (S),Rural / Primacy Production Capacity (MW),63
37310,Western Downs (R),Rural / Primacy Production Capacity (MW),4
18230,Western Plains Regional (A),Rural / Primacy Production Capacity (MW),0
59030,Westonia (S),Rural / Primacy Production Capacity (MW),10
26980,Whitehorse (C),Rural / Primacy Production Capacity (MW),493
37340,Whitsunday (R),Rural / Primacy Production Capacity (MW),19604
27070,Whittlesea (C),Rural / Primacy Production Capacity (MW),142333
48540,Whyalla (C),Rural / Primacy Production Capacity (MW),0
59100,Wickepin (S),Rural / Primacy Production Capacity (MW),4
59170,Williams (S),Rural / Primacy Production Capacity (MW),254
18250,Willoughby (C),Rural / Primacy Production Capacity (MW),0
59250,Wiluna (S),Rural / Primacy Production Capacity (MW),0
18350,Wingecarribee (A),Rural / Primacy Production Capacity (MW),0
37400,Winton (S),Rural / Primacy Production Capacity (MW),0
27170,Wodonga (C),Rural / Primacy Production Capacity (MW),23092
18400,Wollondilly (A),Rural / Primacy Production Capacity (MW),12
18450,Wollongong (C),Rural / Primacy Production Capacity (MW),11802
59310,Wongan-Ballidu (S),Rural / Primacy Production Capacity (MW),227
59320,Woodanilling (S),Rural / Primacy Production Capacity (MW),15
18500,Woollahra (A),Rural / Primacy Production Capacity (MW),0
37550,Woorabinda (S),Rural / Primacy Production Capacity (MW),0
48640,Wudinna (DC),Rural / Primacy Production Capacity (MW),0
37570,Wujal Wujal (S),Rural / Primacy Production Capacity (MW),0
59330,Wyalkatchem (S),Rural / Primacy Production Capacity (MW),74
27260,Wyndham (C),Rural / Primacy Production Capacity (MW),125135
59340,Wyndham-East Kimberley (S),Rural / Primacy Production Capacity (MW),336
59350,Yalgoo (S),Rural / Primacy Production Capacity (MW),1406
48750,Yankalilla (DC),Rural / Primacy Production Capacity (MW),0
27350,Yarra (C),Rural / Primacy Production Capacity (MW),6963
27450,Yarra Ranges (S),Rural / Primacy Production Capacity (MW),"10,409"
37600,Yarrabah (S),Rural / Primacy Production Capacity (MW),31
27630,Yarriambiack (S),Rural / Primacy Production Capacity (MW),"1,116"
18710,Yass Valley (A),Rural / Primacy Production Capacity (MW),0
59360,Yilgarn (S),Rural / Primacy Production Capacity (MW),"4,684"
59370,York (S),Rural / Primacy Production Capacity (MW),"1,011"
48830,Yorke Peninsula (DC),Rural / Primacy Production Capacity (MW),0
40070,Adelaide (C),Industrial Capacity (MW),0
40120,Adelaide Hills (DC),Industrial Capacity (MW),67869
50080,Albany (C),Industrial Capacity (MW),19435
10050,Albury (C),Industrial Capacity (MW),27781
40220,Alexandrina (DC),Industrial Capacity (MW),12705
70200,Alice Springs (T),Industrial Capacity (MW),0
20110,Alpine (S),Industrial Capacity (MW),686
40250,Anangu Pitjantjatjara (AC),Industrial Capacity (MW),67
20260,Ararat (RC),Industrial Capacity (MW),1391
50210,Armadale (C),Industrial Capacity (MW),2172
10130,Armidale Regional (A),Industrial Capacity (MW),0
50250,Ashburton (S),Industrial Capacity (MW),0
50280,Augusta-Margaret River (S),Industrial Capacity (MW),0
30250,Aurukun (S),Industrial Capacity (MW),105
20570,Ballarat (C),Industrial Capacity (MW),19078
10250,Ballina (A),Industrial Capacity (MW),1314
30300,Balonne (S),Industrial Capacity (MW),0
10300,Balranald (A),Industrial Capacity (MW),0
30370,Banana (S),Industrial Capacity (MW),7807
20660,Banyule (C),Industrial Capacity (MW),3781
30410,Barcaldine (R),Industrial Capacity (MW),20954
30450,Barcoo (S),Industrial Capacity (MW),3591
70420,Barkly (R),Industrial Capacity (MW),115
40310,Barossa (DC),Industrial Capacity (MW),51472
40430,Barunga West (DC),Industrial Capacity (MW),9904
20740,Bass Coast (S),Industrial Capacity (MW),54
50350,Bassendean (T),Industrial Capacity (MW),0
10470,Bathurst Regional (A),Industrial Capacity (MW),1540
20830,Baw Baw (S),Industrial Capacity (MW),1123
20910,Bayside (C),Industrial Capacity (MW),2807
50420,Bayswater (C),Industrial Capacity (MW),1626
10550,Bega Valley (A),Industrial Capacity (MW),10049
10600,Bellingen (A),Industrial Capacity (MW),3
50490,Belmont (C),Industrial Capacity (MW),10827
70540,Belyuen (S),Industrial Capacity (MW),0
40520,Berri and Barmera (DC),Industrial Capacity (MW),10786
10650,Berrigan (A),Industrial Capacity (MW),587
50560,Beverley (S),Industrial Capacity (MW),39
30760,Blackall-Tambo (R),Industrial Capacity (MW),12441
10750,Blacktown (C),Industrial Capacity (MW),8616
10800,Bland (A),Industrial Capacity (MW),4
10850,Blayney (A),Industrial Capacity (MW),20
10900,Blue Mountains (C),Industrial Capacity (MW),1
50630,Boddington (S),Industrial Capacity (MW),0
10950,Bogan (A),Industrial Capacity (MW),0
21110,Boroondara (C),Industrial Capacity (MW),1808
11100,Botany Bay (C),Industrial Capacity (MW),17475
30900,Boulia (S),Industrial Capacity (MW),1221
11150,Bourke (A),Industrial Capacity (MW),106
50770,Boyup Brook (S),Industrial Capacity (MW),17
60210,Break O'Day (M),Industrial Capacity (MW),1775
11200,Brewarrina (A),Industrial Capacity (MW),0
60410,Brighton (M),Industrial Capacity (MW),7246
21180,Brimbank (C),Industrial Capacity (MW),809
31000,Brisbane (C),Industrial Capacity (MW),265415
11250,Broken Hill (C),Industrial Capacity (MW),5632
50910,Brookton (S),Industrial Capacity (MW),1326
50980,Broome (S),Industrial Capacity (MW),4649
51080,Broomehill-Tambellup (S),Industrial Capacity (MW),0
51120,Bruce Rock (S),Industrial Capacity (MW),0
31750,Bulloo (S),Industrial Capacity (MW),189
21270,Buloke (S),Industrial Capacity (MW),0
51190,Bunbury (C),Industrial Capacity (MW),0
31820,Bundaberg (R),Industrial Capacity (MW),14193
31900,Burdekin (S),Industrial Capacity (MW),14076
31950,Burke (S),Industrial Capacity (MW),9
60610,Burnie (C),Industrial Capacity (MW),3553
40700,Burnside (C),Industrial Capacity (MW),5645
11300,Burwood (A),Industrial Capacity (MW),13592
51260,Busselton (C),Industrial Capacity (MW),41
11350,Byron (A),Industrial Capacity (MW),1460
11400,Cabonne (A),Industrial Capacity (MW),331
32080,Cairns (R),Industrial Capacity (MW),43019
51310,Cambridge (T),Industrial Capacity (MW),4835
11450,Camden (A),Industrial Capacity (MW),2911
21370,Campaspe (S),Industrial Capacity (MW),27
11500,Campbelltown (C) (NSW),Industrial Capacity (MW),11855
40910,Campbelltown (C) (SA),Industrial Capacity (MW),11855
11520,Canada Bay (A),Industrial Capacity (MW),13959
51330,Canning (C),Industrial Capacity (MW),11
11570,Canterbury-Bankstown (A),Industrial Capacity (MW),15103
51400,Capel (S),Industrial Capacity (MW),0
21450,Cardinia (S),Industrial Capacity (MW),3206
51470,Carnamah (S),Industrial Capacity (MW),0
51540,Carnarvon (S),Industrial Capacity (MW),5
32250,Carpentaria (S),Industrial Capacity (MW),71
11600,Carrathool (A),Industrial Capacity (MW),6
21610,Casey (C),Industrial Capacity (MW),14595
32260,Cassowary Coast (R),Industrial Capacity (MW),1858
41010,Ceduna (DC),Industrial Capacity (MW),2418
11650,Central Coast (C) (NSW),Industrial Capacity (MW),15472
60810,Central Coast (M) (Tas.),Industrial Capacity (MW),1341
11700,Central Darling (A),Industrial Capacity (MW),0
70620,Central Desert (R),Industrial Capacity (MW),117
21670,Central Goldfields (S),Industrial Capacity (MW),995
61010,Central Highlands (M) (Tas.),Industrial Capacity (MW),1728
32270,Central Highlands (R) (Qld),Industrial Capacity (MW),4845
11720,Cessnock (C),Industrial Capacity (MW),10551
41060,Charles Sturt (C),Industrial Capacity (MW),40
32310,Charters Towers (R),Industrial Capacity (MW),367
32330,Cherbourg (S),Industrial Capacity (MW),0
51680,Chittering (S),Industrial Capacity (MW),0
61210,Circular Head (M),Industrial Capacity (MW),4084
41140,Clare and Gilbert Valleys (DC),Industrial Capacity (MW),12799
51750,Claremont (T),Industrial Capacity (MW),0
61410,Clarence (C),Industrial Capacity (MW),20629
11730,Clarence Valley (A),Industrial Capacity (MW),59
41190,Cleve (DC),Industrial Capacity (MW),5149
32450,Cloncurry (S),Industrial Capacity (MW),286
11750,Cobar (A),Industrial Capacity (MW),0
51820,Cockburn (C),Industrial Capacity (MW),585
11800,Coffs Harbour (C),Industrial Capacity (MW),3188
21750,Colac-Otway (S),Industrial Capacity (MW),0
51890,Collie (S),Industrial Capacity (MW),2800
41330,Coober Pedy (DC),Industrial Capacity (MW),0
32500,Cook (S),Industrial Capacity (MW),1712
12000,Coolamon (A),Industrial Capacity (MW),0
51960,Coolgardie (S),Industrial Capacity (MW),0
70700,Coomalie (S),Industrial Capacity (MW),0
12150,Coonamble (A),Industrial Capacity (MW),0
52030,Coorow (S),Industrial Capacity (MW),150
41560,Copper Coast (DC),Industrial Capacity (MW),2067
21830,Corangamite (S),Industrial Capacity (MW),2
52100,Corrigin (S),Industrial Capacity (MW),96
52170,Cottesloe (T),Industrial Capacity (MW),0
12350,Cowra (A),Industrial Capacity (MW),0
32600,Croydon (S),Industrial Capacity (MW),26
52310,Cuballing (S),Industrial Capacity (MW),2887
52380,Cue (S),Industrial Capacity (MW),190
12380,Cumberland (A),Industrial Capacity (MW),51190
52450,Cunderdin (S),Industrial Capacity (MW),0
52520,Dalwallinu (S),Industrial Capacity (MW),0
52590,Dandaragan (S),Industrial Capacity (MW),0
52660,Dardanup (S),Industrial Capacity (MW),0
21890,Darebin (C),Industrial Capacity (MW),19237
71000,Darwin (C),Industrial Capacity (MW),5160
52730,Denmark (S),Industrial Capacity (MW),577
52800,Derby-West Kimberley (S),Industrial Capacity (MW),1929
61510,Derwent Valley (M),Industrial Capacity (MW),8642
61610,Devonport (C),Industrial Capacity (MW),3434
32750,Diamantina (S),Industrial Capacity (MW),2508
52870,Donnybrook-Balingup (S),Industrial Capacity (MW),53
32770,Doomadgee (S),Industrial Capacity (MW),0
61810,Dorset (M),Industrial Capacity (MW),7800
32810,Douglas (S),Industrial Capacity (MW),3205
52940,Dowerin (S),Industrial Capacity (MW),0
53010,Dumbleyung (S),Industrial Capacity (MW),0
53080,Dundas (S),Industrial Capacity (MW),0
12700,Dungog (A),Industrial Capacity (MW),12
71300,East Arnhem (R),Industrial Capacity (MW),0
53150,East Fremantle (T),Industrial Capacity (MW),1097
22110,East Gippsland (S),Industrial Capacity (MW),5416
53220,East Pilbara (S),Industrial Capacity (MW),4156
12730,Edward River (A),Industrial Capacity (MW),0
41750,Elliston (DC),Industrial Capacity (MW),1150
53290,Esperance (S),Industrial Capacity (MW),3892
33100,Etheridge (S),Industrial Capacity (MW),73
12750,Eurobodalla (A),Industrial Capacity (MW),5301
53360,Exmouth (S),Industrial Capacity (MW),2030
12850,Fairfield (C),Industrial Capacity (MW),21755
12870,Federation (A),Industrial Capacity (MW),0
62010,Flinders (M) (Tas.),Industrial Capacity (MW),0
33200,Flinders (S) (Qld),Industrial Capacity (MW),656
41830,Flinders Ranges (DC),Industrial Capacity (MW),186
12900,Forbes (A),Industrial Capacity (MW),31
41960,Franklin Harbour (DC),Industrial Capacity (MW),238
22170,Frankston (C),Industrial Capacity (MW),223
33220,Fraser Coast (R),Industrial Capacity (MW),6662
53430,Fremantle (C),Industrial Capacity (MW),15333
22250,Gannawarra (S),Industrial Capacity (MW),0
42030,Gawler (T),Industrial Capacity (MW),1149
62210,George Town (M),Industrial Capacity (MW),4268
12930,Georges River (A),Industrial Capacity (MW),10922
12950,Gilgandra (A),Industrial Capacity (MW),10
53570,Gingin (S),Industrial Capacity (MW),0
33360,Gladstone (R),Industrial Capacity (MW),35821
62410,Glamorgan/Spring Bay (M),Industrial Capacity (MW),635
13010,Glen Innes Severn (A),Industrial Capacity (MW),571
22410,Glenelg (S),Industrial Capacity (MW),0
62610,Glenorchy (C),Industrial Capacity (MW),811
53640,Gnowangerup (S),Industrial Capacity (MW),0
33430,Gold Coast (C),Industrial Capacity (MW),122804
22490,Golden Plains (S),Industrial Capacity (MW),378
53710,Goomalling (S),Industrial Capacity (MW),865
33610,Goondiwindi (R),Industrial Capacity (MW),23980
53780,Gosnells (C),Industrial Capacity (MW),1
13310,Goulburn Mulwaree (A),Industrial Capacity (MW),11829
42110,Goyder (DC),Industrial Capacity (MW),10635
42250,Grant (DC),Industrial Capacity (MW),10829
22620,Greater Bendigo (C),Industrial Capacity (MW),4028
22670,Greater Dandenong (C),Industrial Capacity (MW),6705
22750,Greater Geelong (C),Industrial Capacity (MW),9477
53800,Greater Geraldton (C),Industrial Capacity (MW),8057
13340,Greater Hume Shire (A),Industrial Capacity (MW),244
22830,Greater Shepparton (C),Industrial Capacity (MW),111
13450,Griffith (C),Industrial Capacity (MW),8062
13510,Gundagai (A),Industrial Capacity (MW),955
13550,Gunnedah (A),Industrial Capacity (MW),4674
13660,Gwydir (A),Industrial Capacity (MW),14
33620,Gympie (R),Industrial Capacity (MW),3664
53920,Halls Creek (S),Industrial Capacity (MW),1048
53990,Harvey (S),Industrial Capacity (MW),0
13800,Hawkesbury (C),Industrial Capacity (MW),42
13850,Hay (A),Industrial Capacity (MW),0
22910,Hepburn (S),Industrial Capacity (MW),35
13910,Hilltops (A),Industrial Capacity (MW),18
33800,Hinchinbrook (S),Industrial Capacity (MW),11284
22980,Hindmarsh (S),Industrial Capacity (MW),0
62810,Hobart (C),Industrial Capacity (MW),17577
23110,Hobsons Bay (C),Industrial Capacity (MW),1671
42600,Holdfast Bay (C),Industrial Capacity (MW),0
33830,Hope Vale (S),Industrial Capacity (MW),599
14000,Hornsby (A),Industrial Capacity (MW),4730
23190,Horsham (RC),Industrial Capacity (MW),270
23270,Hume (C),Industrial Capacity (MW),4099
63010,Huon Valley (M),Industrial Capacity (MW),6064
23350,Indigo (S),Industrial Capacity (MW),233
14170,Inner West (A),Industrial Capacity (MW),12680
14200,Inverell (A),Industrial Capacity (MW),451
33960,Ipswich (C),Industrial Capacity (MW),49222
54060,Irwin (S),Industrial Capacity (MW),0
33980,Isaac (R),Industrial Capacity (MW),88730
54130,Jerramungup (S),Industrial Capacity (MW),0
54170,Joondalup (C),Industrial Capacity (MW),2012
14300,Junee (A),Industrial Capacity (MW),111
54200,Kalamunda (S),Industrial Capacity (MW),2290
54280,Kalgoorlie/Boulder (C),Industrial Capacity (MW),3168
42750,Kangaroo Island (DC),Industrial Capacity (MW),7585
43080,Karoonda East Murray (DC),Industrial Capacity (MW),1525
54310,Karratha (C),Industrial Capacity (MW),0
54340,Katanning (S),Industrial Capacity (MW),0
72200,Katherine (T),Industrial Capacity (MW),0
54410,Kellerberrin (S),Industrial Capacity (MW),402
14350,Kempsey (A),Industrial Capacity (MW),0
54480,Kent (S),Industrial Capacity (MW),0
63210,Kentish (M),Industrial Capacity (MW),505
14400,Kiama (A),Industrial Capacity (MW),6
43220,Kimba (DC),Industrial Capacity (MW),93
63410,King Island (M),Industrial Capacity (MW),2191
63610,Kingborough (M),Industrial Capacity (MW),1112
23430,Kingston (C) (Vic.),Industrial Capacity (MW),7117
43360,Kingston (DC) (SA),Industrial Capacity (MW),1141
23670,Knox (C),Industrial Capacity (MW),2940
54550,Kojonup (S),Industrial Capacity (MW),0
54620,Kondinin (S),Industrial Capacity (MW),531
54690,Koorda (S),Industrial Capacity (MW),0
34420,Kowanyama (S),Industrial Capacity (MW),84
54760,Kulin (S),Industrial Capacity (MW),0
14500,Ku-ring-gai (A),Industrial Capacity (MW),1767
54830,Kwinana (C),Industrial Capacity (MW),0
14550,Kyogle (A),Industrial Capacity (MW),1048
14600,Lachlan (A),Industrial Capacity (MW),0
54900,Lake Grace (S),Industrial Capacity (MW),0
14650,Lake Macquarie (C),Industrial Capacity (MW),23548
14700,Lane Cove (A),Industrial Capacity (MW),2144
23810,Latrobe (C) (Vic.),Industrial Capacity (MW),9618
63810,Latrobe (M) (Tas.),Industrial Capacity (MW),617
64010,Launceston (C),Industrial Capacity (MW),17892
54970,Laverton (S),Industrial Capacity (MW),1962
14750,Leeton (A),Industrial Capacity (MW),0
55040,Leonora (S),Industrial Capacity (MW),125
43650,Light (RegC),Industrial Capacity (MW),6384
14850,Lismore (C),Industrial Capacity (MW),1350
72300,Litchfield (M),Industrial Capacity (MW),0
14870,Lithgow (C),Industrial Capacity (MW),5680
14900,Liverpool (C),Industrial Capacity (MW),8123
14920,Liverpool Plains (A),Industrial Capacity (MW),33
34530,Livingstone (S),Industrial Capacity (MW),5505
14950,Lockhart (A),Industrial Capacity (MW),0
34570,Lockhart River (S),Industrial Capacity (MW),39
34580,Lockyer Valley (R),Industrial Capacity (MW),3470
23940,Loddon (S),Industrial Capacity (MW),65
34590,Logan (C),Industrial Capacity (MW),241605
34710,Longreach (R),Industrial Capacity (MW),32202
43710,Lower Eyre Peninsula (DC),Industrial Capacity (MW),14420
43790,Loxton Waikerie (DC),Industrial Capacity (MW),8790
72330,MacDonnell (R),Industrial Capacity (MW),223
24130,Macedon Ranges (S),Industrial Capacity (MW),0
34770,Mackay (R),Industrial Capacity (MW),93490
15050,Maitland (C),Industrial Capacity (MW),16352
43920,Mallala (DC),Industrial Capacity (MW),11822
55110,Mandurah (C),Industrial Capacity (MW),0
55180,Manjimup (S),Industrial Capacity (MW),0
24210,Manningham (C),Industrial Capacity (MW),1067
24250,Mansfield (S),Industrial Capacity (MW),212
34830,Mapoon (S),Industrial Capacity (MW),0
44000,Maralinga Tjarutja (AC),Industrial Capacity (MW),40
34860,Maranoa (R),Industrial Capacity (MW),7763
34880,Mareeba (S),Industrial Capacity (MW),10203
24330,Maribyrnong (C),Industrial Capacity (MW),15172
44060,Marion (C),Industrial Capacity (MW),0
24410,Maroondah (C),Industrial Capacity (MW),796
34800,McKinlay (S),Industrial Capacity (MW),634
64210,Meander Valley (M),Industrial Capacity (MW),16431
55250,Meekatharra (S),Industrial Capacity (MW),0
24600,Melbourne (C),Industrial Capacity (MW),51935
24650,Melton (C),Industrial Capacity (MW),531
55320,Melville (C),Industrial Capacity (MW),6049
55390,Menzies (S),Industrial Capacity (MW),0
55460,Merredin (S),Industrial Capacity (MW),0
44210,Mid Murray (DC),Industrial Capacity (MW),20667
15240,Mid-Coast (A),Industrial Capacity (MW),4630
15270,Mid-Western Regional (A),Industrial Capacity (MW),135
24780,Mildura (RC),Industrial Capacity (MW),5320
55530,Mingenew (S),Industrial Capacity (MW),65
44340,Mitcham (C),Industrial Capacity (MW),3864
24850,Mitchell (S),Industrial Capacity (MW),138
24900,Moira (S),Industrial Capacity (MW),2868
24970,Monash (C),Industrial Capacity (MW),1772
25060,Moonee Valley (C),Industrial Capacity (MW),6643
55600,Moora (S),Industrial Capacity (MW),1892
25150,Moorabool (S),Industrial Capacity (MW),959
55670,Morawa (S),Industrial Capacity (MW),3
15300,Moree Plains (A),Industrial Capacity (MW),19
25250,Moreland (C),Industrial Capacity (MW),15273
35010,Moreton Bay (R),Industrial Capacity (MW),76700
35250,Mornington (S),Industrial Capacity (MW),105
25340,Mornington Peninsula (S),Industrial Capacity (MW),81
15350,Mosman (A),Industrial Capacity (MW),0
55740,Mosman Park (T),Industrial Capacity (MW),0
25430,Mount Alexander (S),Industrial Capacity (MW),0
44550,Mount Barker (DC),Industrial Capacity (MW),25744
44620,Mount Gambier (C),Industrial Capacity (MW),498
35300,Mount Isa (C),Industrial Capacity (MW),2779
55810,Mount Magnet (S),Industrial Capacity (MW),0
55880,Mount Marshall (S),Industrial Capacity (MW),0
44830,Mount Remarkable (DC),Industrial Capacity (MW),23256
25490,Moyne (S),Industrial Capacity (MW),3
55950,Mukinbudin (S),Industrial Capacity (MW),0
56090,Mundaring (S),Industrial Capacity (MW),528
56160,Murchison (S),Industrial Capacity (MW),183
56230,Murray (S),Industrial Capacity (MW),0
45040,Murray Bridge (RC),Industrial Capacity (MW),11773
15520,Murray River (A),Industrial Capacity (MW),0
25620,Murrindindi (S),Industrial Capacity (MW),4
15560,Murrumbidgee (A),Industrial Capacity (MW),0
35600,Murweh (S),Industrial Capacity (MW),10
15650,Muswellbrook (A),Industrial Capacity (MW),40
15700,Nambucca (A),Industrial Capacity (MW),883
56300,Nannup (S),Industrial Capacity (MW),215
35670,Napranum (S),Industrial Capacity (MW),0
45090,Naracoorte and Lucindale (DC),Industrial Capacity (MW),2384
56370,Narembeen (S),Industrial Capacity (MW),29
15750,Narrabri (A),Industrial Capacity (MW),5127
15800,Narrandera (A),Industrial Capacity (MW),1
56460,Narrogin (S),Industrial Capacity (MW),890
15850,Narromine (A),Industrial Capacity (MW),0
56580,Nedlands (C),Industrial Capacity (MW),1640
15900,Newcastle (C),Industrial Capacity (MW),36748
56620,Ngaanyatjarraku (S),Industrial Capacity (MW),36
25710,Nillumbik (S),Industrial Capacity (MW),1707
35740,Noosa (S),Industrial Capacity (MW),27485
35760,North Burnett (R),Industrial Capacity (MW),27876
15950,North Sydney (A),Industrial Capacity (MW),14664
56730,Northam (S),Industrial Capacity (MW),3987
56790,Northampton (S),Industrial Capacity (MW),4
45120,Northern Areas (DC),Industrial Capacity (MW),5324
15990,Northern Beaches (A),Industrial Capacity (MW),8370
25810,Northern Grampians (S),Industrial Capacity (MW),1581
64610,Northern Midlands (M),Industrial Capacity (MW),5350
35780,Northern Peninsula Area (R),Industrial Capacity (MW),0
45290,Norwood Payneham St Peters (C),Industrial Capacity (MW),6116
56860,Nungarin (S),Industrial Capacity (MW),0
16100,Oberon (A),Industrial Capacity (MW),55
45340,Onkaparinga (C),Industrial Capacity (MW),31220
16150,Orange (C),Industrial Capacity (MW),2768
45400,Orroroo/Carrieton (DC),Industrial Capacity (MW),858
35790,Palm Island (S),Industrial Capacity (MW),745
72800,Palmerston (C),Industrial Capacity (MW),0
16200,Parkes (A),Industrial Capacity (MW),7191
35800,Paroo (S),Industrial Capacity (MW),13469
16260,Parramatta (C),Industrial Capacity (MW),37386
16350,Penrith (C),Industrial Capacity (MW),20484
56930,Peppermint Grove (S),Industrial Capacity (MW),0
57000,Perenjori (S),Industrial Capacity (MW),0
57080,Perth (C),Industrial Capacity (MW),17914
45540,Peterborough (DC),Industrial Capacity (MW),1037
57140,Pingelly (S),Industrial Capacity (MW),385
57210,Plantagenet (S),Industrial Capacity (MW),303
45680,Playford (C),Industrial Capacity (MW),25045
36070,Pormpuraaw (S),Industrial Capacity (MW),53
45890,Port Adelaide Enfield (C),Industrial Capacity (MW),8627
46090,Port Augusta (C),Industrial Capacity (MW),565
57280,Port Hedland (T),Industrial Capacity (MW),170
46300,Port Lincoln (C),Industrial Capacity (MW),433
16380,Port Macquarie-Hastings (A),Industrial Capacity (MW),2853
25900,Port Phillip (C),Industrial Capacity (MW),14387
46450,Port Pirie City and Dists (M),Industrial Capacity (MW),7120
16400,Port Stephens (A),Industrial Capacity (MW),640
46510,Prospect (C),Industrial Capacity (MW),1131
25990,Pyrenees (S),Industrial Capacity (MW),170
57350,Quairading (S),Industrial Capacity (MW),302
16490,Queanbeyan-Palerang Regional (A),Industrial Capacity (MW),4649
26080,Queenscliffe (B),Industrial Capacity (MW),420
36150,Quilpie (S),Industrial Capacity (MW),8280
16550,Randwick (C),Industrial Capacity (MW),593
57420,Ravensthorpe (S),Industrial Capacity (MW),16
36250,Redland (C),Industrial Capacity (MW),0
46670,Renmark Paringa (DC),Industrial Capacity (MW),1570
36300,Richmond (S),Industrial Capacity (MW),83
16610,Richmond Valley (A),Industrial Capacity (MW),11
46860,Robe (DC),Industrial Capacity (MW),602
